source;target;number;playerName;age;position;value;transferFee;season;loanEnd;loanStart;loanFee;sourceOriginal;targetOriginal;transferFeeOriginal
Hertha BSC;Karriereende;186;Dr. Günter Schüler;30;def;NA;0;1964;0;0;NA;Hertha BSC;Karriereende;-
SC Westfalia Herne;Hannover 96;187;Eddy Bandura;24;def;NA;NA;1964;0;0;NA;SC Westfalia Herne;Hannover 96;?
Unbekannt;Hannover 96;188;Manfred Fahrtmann;22;def;NA;NA;1964;0;0;NA;Unbekannt;Hannover 96;?
Unbekannt;Hannover 96;189;Bodo Fuchs;23;def;NA;NA;1964;0;0;NA;Unbekannt;Hannover 96;?
VfV Hildesheim;Hannover 96;190;Heiner Klose;26;fwd;NA;NA;1964;0;0;NA;VfV Hildesheim;Hannover 96;?
Unbekannt;Hannover 96;191;Peter Kronsbein;21;def;NA;NA;1964;0;0;NA;Unbekannt;Hannover 96;?
Borussia Mönchengladbach;Hannover 96;192;Karl-Heinz Mülhausen;27;mid;NA;NA;1964;0;0;NA;Borussia Mönchengladbach;Hannover 96;?
SG 05 Ronnenberg;Hannover 96;193;Rainer Stiller;19;def;NA;NA;1964;0;0;NA;SG 05 Ronnenberg;Hannover 96;?
Hannover 96;Unbekannt;194;Viktor Schmidtke;24;fwd;NA;NA;1964;0;0;NA;Hannover 96;Unbekannt;?
Hannover 96;SV Friedrichsort;195;Hans-Georg Bruhn;28;mid;NA;NA;1964;0;0;NA;Hannover 96;SV Friedrichsort;?
Hannover 96;Karriereende;196;Friedel Schicks;35;fwd;NA;0;1964;0;0;NA;Hannover 96;Karriereende;-
Altona 93;Hamburger SV;197;Heiko Kurth;26;mid;NA;0;1964;0;0;NA;Altona 93;Hamburger SV;ablösefrei
FC Haka;Hamburger SV;198;Juhani Peltonen;28;fwd;NA;NA;1964;0;0;NA;FC Haka;Hamburger SV;?
Hamburger SV;Hamburger SV;199;Andreas Maté;24;mid;NA;0;1964;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Hamburger SV;200;Holger Dieckmann;21;mid;NA;0;1964;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Hamburger SV;201;Erhard Schwerin;25;gkp;NA;0;1964;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;SSV Reutlingen 05;202;Ernst Kreuz;24;mid;NA;NA;1964;0;0;NA;Hamburger SV;SSV Reutlingen 05;?
Hamburger SV;Karriereende;203;Uwe Reuter;29;fwd;NA;0;1964;0;0;NA;Hamburger SV;Karriereende;-
Borussia Mönchengladbach;FC Schalke 04;204;Heinz Crawatzo;27;mid;NA;NA;1964;0;0;NA;Borussia Mönchengladbach;FC Schalke 04;?
SpVgg Fürth;FC Schalke 04;205;Gyula Tóth;23;gkp;NA;NA;1964;0;0;NA;SpVgg Fürth;FC Schalke 04;?
Germania Datteln;FC Schalke 04;206;Werner Grau;18;fwd;NA;NA;1964;0;0;NA;Germania Datteln;FC Schalke 04;?
FC Schalke 04;FC Schalke 04;207;Klaus Senger;18;def;NA;0;1964;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
FC Schalke 04;FC Schalke 04;208;Erwin Kolbe;19;fwd;NA;0;1964;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
FC Schalke 04;SV Werder Bremen;209;Klaus Matischak;25;fwd;NA;NA;1964;0;0;NA;FC Schalke 04;SV Werder Bremen;?
Sportfreunde Siegen;Eintracht Frankfurt;210;Peter Blusch;22;def;NA;NA;1964;0;0;NA;Sportfreunde Siegen;Eintracht Frankfurt;?
Germania Ober-Roden;Eintracht Frankfurt;211;Siegbert Feghelm;21;gkp;NA;NA;1964;0;0;NA;Germania Ober-Roden;Eintracht Frankfurt;?
SK Rapid Wien;Eintracht Frankfurt;212;Hans-Georg Tutschek;22;fwd;NA;NA;1964;0;0;NA;SK Rapid Wien;Eintracht Frankfurt;?
Schwaben Augsburg;Eintracht Frankfurt;213;Georg Lechner;22;mid;NA;NA;1964;0;0;NA;Schwaben Augsburg;Eintracht Frankfurt;?
Eintracht Frankfurt;SV Waldhof Mannheim;214;Alfred Horn;27;fwd;NA;NA;1964;0;0;NA;Eintracht Frankfurt;SV Waldhof Mannheim;?
Eintracht Frankfurt;Karriereende;215;Eberhard Schymik;29;def;NA;0;1964;0;0;NA;Eintracht Frankfurt;Karriereende;-
Eintracht Frankfurt;Karriereende;216;Richard Kreß;39;fwd;NA;0;1964;0;0;NA;Eintracht Frankfurt;Karriereende;-
Arminia Hannover;Eintracht Braunschweig;217;Lothar Ulsaß;23;fwd;NA;NA;1964;0;0;NA;Arminia Hannover;Eintracht Braunschweig;?
1.FC Saarbrücken;Eintracht Braunschweig;218;Dieter Krafczyk;22;fwd;NA;NA;1964;0;0;NA;1.FC Saarbrücken;Eintracht Braunschweig;?
Eintracht Braunschweig;Unbekannt;219;Dieter Paulsberg;22;fwd;NA;0;1964;0;0;NA;Eintracht Braunschweig;Unbekannt;ablösefrei
SpVgg Herten;Borussia Dortmund;220;Rudi Assauer;20;def;NA;0;1964;0;0;NA;SpVgg Herten;Borussia Dortmund;ablösefrei
Hertha BSC;Borussia Dortmund;221;Harald Beyer;24;fwd;NA;NA;1964;0;0;NA;Hertha BSC;Borussia Dortmund;?
Unbekannt;Borussia Dortmund;222;Friedhelm Groppe;21;def;NA;NA;1964;0;0;NA;Unbekannt;Borussia Dortmund;?
Fortuna Düsseldorf;Borussia Dortmund;223;Hermann Straschitz;23;mid;NA;NA;1964;0;0;NA;Fortuna Düsseldorf;Borussia Dortmund;?
Unbekannt;Borussia Dortmund;224;Udo Ockmann;k. A.;def;NA;NA;1964;0;0;NA;Unbekannt;Borussia Dortmund;?
Borussia Dortmund;Wuppertaler SV;225;Burghard Rylewicz;27;fwd;NA;NA;1964;0;0;NA;Borussia Dortmund;Wuppertaler SV;?
Borussia Dortmund;Rot-Weiss Essen;226;Hans-Jürgen Kurrat;19;fwd;NA;NA;1964;0;0;NA;Borussia Dortmund;Rot-Weiss Essen;?
Borussia Dortmund;Karriereende;227;Jockel Bracht;34;mid;NA;0;1964;0;0;NA;Borussia Dortmund;Karriereende;-
Borussia Dortmund;Karriereende;228;Wilhelm Burgsmüller;32;def;NA;0;1964;0;0;NA;Borussia Dortmund;Karriereende;-
Unbekannt;1.FC Nürnberg;229;Reinhold Adelmann;18;fwd;NA;NA;1964;0;0;NA;Unbekannt;1.FC Nürnberg;?
Grasshopper Club Zürich;1.FC Nürnberg;230;Rolf Wüthrich;25;mid;NA;NA;1964;0;0;NA;Grasshopper Club Zürich;1.FC Nürnberg;?
Holstein Kiel;1.FC Nürnberg;231;Manfred Greif;24;fwd;NA;NA;1964;0;0;NA;Holstein Kiel;1.FC Nürnberg;?
PSV Eindhoven;1.FC Nürnberg;232;Anton Allemann;28;fwd;NA;NA;1964;0;0;NA;PSV Eindhoven;1.FC Nürnberg;?
1.FC Haßfurt;1.FC Nürnberg;233;Ludwig Müller;22;def;NA;NA;1964;0;0;NA;1.FC Haßfurt;1.FC Nürnberg;?
1.FC Nürnberg;1.FC Herzogenaurach;234;Josef Zenger;28;fwd;NA;NA;1964;0;0;NA;1.FC Nürnberg;1.FC Herzogenaurach;?
1.FC Nürnberg;1.FC Schweinfurt 05;235;Walter Fladerer;24;fwd;NA;NA;1964;0;0;NA;1.FC Nürnberg;1.FC Schweinfurt 05;?
1.FC Nürnberg;FC Wacker München;236;Peter von Kummant;21;fwd;NA;NA;1964;0;0;NA;1.FC Nürnberg;FC Wacker München;?
1.FC Nürnberg;Unbekannt;237;Heinz Kreißel;29;def;NA;NA;1964;0;0;NA;1.FC Nürnberg;Unbekannt;?
1.FC Nürnberg;Karriereende;238;Max Morlock;39;fwd;NA;0;1964;0;0;NA;1.FC Nürnberg;Karriereende;-
1.FC Nürnberg;Karriereende;239;Reinhold Gettinger;28;mid;NA;0;1964;0;0;NA;1.FC Nürnberg;Karriereende;-
Madureira Esporte Clube (RJ);1.FC Köln;240;Zézé;21;fwd;NA;75000;1964;0;0;NA;Madureira Esporte Clube (RJ);1.FC Köln;75 Tsd. €
Unbekannt;1.FC Köln;241;Hans-Josef Bläsing;k. A.;fwd;NA;NA;1964;0;0;NA;Unbekannt;1.FC Köln;?
SV Schlebusch;1.FC Köln;242;Herbert Bönnen;21;def;NA;NA;1964;0;0;NA;SV Schlebusch;1.FC Köln;?
Sportfreunde 05 Saarbrücken;1.FC Köln;243;Hannes Löhr;21;fwd;NA;NA;1964;0;0;NA;Sportfreunde 05 Saarbrücken;1.FC Köln;?
Unbekannt;1.FC Köln;244;Hans-Alfred Roth;k. A.;def;NA;NA;1964;0;0;NA;Unbekannt;1.FC Köln;?
1.FC Köln;Sportvereinigung Deutz 05;245;Fritz Breuer;34;fwd;NA;0;1964;0;0;NA;1.FC Köln;Sportvereinigung Deutz 05;ablösefrei
1.FC Köln;Standard Lüttich;246;Karl-Heinz Ripkens;26;fwd;NA;NA;1964;0;0;NA;1.FC Köln;Standard Lüttich;?
BSC Oppau;Borussia Neunkirchen;247;Günter Heiden;21;fwd;NA;NA;1964;0;0;NA;BSC Oppau;Borussia Neunkirchen;?
Unbekannt;Borussia Neunkirchen;248;Werner Müller;-;def;NA;NA;1964;0;0;NA;Unbekannt;Borussia Neunkirchen;?
1.FC Saarbrücken;Borussia Neunkirchen;249;Gottfried Peter;19;mid;NA;NA;1964;0;0;NA;1.FC Saarbrücken;Borussia Neunkirchen;?
Unbekannt;Borussia Neunkirchen;250;Peter Hellwig;k. A.;def;NA;NA;1964;0;0;NA;Unbekannt;Borussia Neunkirchen;?
Unbekannt;Borussia Neunkirchen;251;Herbert Sänger;k. A.;def;NA;NA;1964;0;0;NA;Unbekannt;Borussia Neunkirchen;?
Unbekannt;1.FC Kaiserslautern;252;Manfred Becker;24;fwd;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;253;Herwart Koppenhöfer;19;def;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Hertha BSC;1.FC Kaiserslautern;254;Uwe Klimaschefski;26;mid;NA;NA;1965;0;0;NA;Hertha BSC;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;255;Gerhard Huber;k. A.;fwd;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;256;Bernd Hemprich;-;def;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Eintracht Duisburg;1.FC Kaiserslautern;257;Manfred Rummel;27;fwd;NA;NA;1965;0;0;NA;Eintracht Duisburg;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;258;Gerhard Stumpf;k. A.;fwd;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Karlsruher SC;1.FC Kaiserslautern;259;Otto Geisert;25;mid;NA;NA;1965;0;0;NA;Karlsruher SC;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;260;Karl-Heinz Fattler;k. A.;def;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
Unbekannt;1.FC Kaiserslautern;261;Siegfried Schindler;k. A.;gkp;NA;NA;1965;0;0;NA;Unbekannt;1.FC Kaiserslautern;?
1.FC Kaiserslautern;1.FC Kaiserslautern;262;Wolfram Kaminke;18;fwd;NA;0;1965;0;0;NA;1.FC Kaiserslautern U19;1.FC Kaiserslautern;-
1.FC Kaiserslautern;PSV Eindhoven;263;Horst-Dieter Strich;24;gkp;NA;0;1965;0;0;NA;1.FC Kaiserslautern;PSV Eindhoven;ablösefrei
1.FC Kaiserslautern;SC Brühl SG;264;Heinrich Bauer;30;def;NA;NA;1965;0;0;NA;1.FC Kaiserslautern;SC Brühl SG;?
1.FC Kaiserslautern;1.FC Saarbrücken;265;Winfried Richter;24;fwd;NA;NA;1965;0;0;NA;1.FC Kaiserslautern;1.FC Saarbrücken;?
1.FC Kaiserslautern;Ajax Amsterdam;266;Co Prins;27;fwd;NA;NA;1965;0;0;NA;1.FC Kaiserslautern;Ajax Amsterdam;?
1.FC Kaiserslautern;VV Alkmaar '54;267;Erich Meier;30;fwd;NA;NA;1965;0;0;NA;1.FC Kaiserslautern;VV Alkmaar '54;?
1.FC Kaiserslautern;Unbekannt;268;Dieter Pulter;26;def;NA;NA;1965;0;0;NA;1.FC Kaiserslautern;Unbekannt;?
Bayer 04 Leverkusen;Borussia Neunkirchen;269;Werner Görts;23;fwd;NA;NA;1965;0;0;NA;Bayer 04 Leverkusen;Borussia Neunkirchen;?
Ludwigshafener SC;Borussia Neunkirchen;270;Jürgen Wingert;21;fwd;NA;NA;1965;0;0;NA;Ludwigshafener SC;Borussia Neunkirchen;?
Unbekannt;Borussia Neunkirchen;271;Gerd Regitz;20;mid;NA;NA;1965;0;0;NA;Unbekannt;Borussia Neunkirchen;?
SV Saar 05 Saarbrücken;Borussia Neunkirchen;272;Gerd Peehs;23;def;NA;NA;1965;0;0;NA;SV Saar 05 Saarbrücken;Borussia Neunkirchen;?
Borussia Neunkirchen;Borussia Neunkirchen;273;Jürgen Pontes;17;fwd;NA;0;1965;0;0;NA;Borussia Neunkirchen U19;Borussia Neunkirchen;-
Borussia Neunkirchen;SV Saar 05 Saarbrücken;274;Horst Berg;23;def;NA;NA;1965;0;0;NA;Borussia Neunkirchen;SV Saar 05 Saarbrücken;?
Borussia Neunkirchen;VfB Theley;275;Rüdiger Gratz;29;def;NA;NA;1965;0;0;NA;Borussia Neunkirchen;VfB Theley;?
Borussia Neunkirchen;Unbekannt;276;Peter Hellwig;k. A.;def;NA;NA;1965;0;0;NA;Borussia Neunkirchen;Unbekannt;?
Borussia Neunkirchen;1.FC Saarbrücken;277;Karl Ringel;32;fwd;NA;NA;1965;0;0;NA;Borussia Neunkirchen;1.FC Saarbrücken;?
B1909 Odense;SV Werder Bremen;278;John Danielsen;25;mid;NA;NA;1965;0;0;NA;B1909 Odense;SV Werder Bremen;?
FK Pirmasens;SV Werder Bremen;279;Hugo Dausmann;22;fwd;NA;NA;1965;0;0;NA;FK Pirmasens;SV Werder Bremen;?
Holstein Kiel;SV Werder Bremen;280;Manfred Podlich;25;fwd;NA;NA;1965;0;0;NA;Holstein Kiel;SV Werder Bremen;?
SV Werder Bremen;VfL Wolfsburg;281;Dieter Thun;26;fwd;NA;NA;1965;0;0;NA;SV Werder Bremen;VfL Wolfsburg;?
SV Werder Bremen;VSK Osterholz-Scharmbeck;282;Horst Dudjahn;26;fwd;NA;NA;1965;0;0;NA;SV Werder Bremen;VSK Osterholz-Scharmbeck;?
SV Werder Bremen;VfB Oldenburg;283;Erwin Jung;24;fwd;NA;NA;1965;0;0;NA;SV Werder Bremen;VfB Oldenburg;?
SV Werder Bremen;Schwarz-Weiß Essen;284;Theo Klöckner;30;fwd;NA;NA;1965;0;0;NA;SV Werder Bremen;Schwarz-Weiß Essen;?
SV Werder Bremen;Karriereende;285;Walter Nachtwey;31;def;NA;0;1965;0;0;NA;SV Werder Bremen;Karriereende;-
SV Werder Bremen;SV Werder Bremen;286;Heinz Sidon;27;mid;NA;0;1965;0;0;NA;SV Werder Bremen;SV Werder Bremen II;-
Bayer 04 Leverkusen;VfB Stuttgart;287;Hans-Otto Peters;23;fwd;NA;0;1965;0;0;NA;Bayer 04 Leverkusen;VfB Stuttgart;ablösefrei
Roter Stern Belgrad;VfB Stuttgart;288;Vladica Popovic;30;mid;NA;NA;1965;0;0;NA;Roter Stern Belgrad;VfB Stuttgart;?
1. Wiener Neustädter SC;VfB Stuttgart;289;Peter Aust;22;fwd;NA;NA;1965;0;0;NA;1. Wiener Neustädter SC;VfB Stuttgart;?
VfB Stuttgart;VfB Stuttgart;290;Willi Entenmann;21;def;NA;0;1965;0;0;NA;VfB Stuttgart II;VfB Stuttgart;-
VfB Stuttgart;TSG Backnang;291;Lorenz Fischer;30;gkp;NA;NA;1965;0;0;NA;VfB Stuttgart;TSG Backnang;?
VfB Stuttgart;VfR Pforzheim;292;Gerhard Wanner;26;mid;NA;NA;1965;0;0;NA;VfB Stuttgart;VfR Pforzheim;?
Borussia Dortmund;TSV 1860 München;293;Timo Konietzka;26;fwd;NA;NA;1965;0;0;NA;Borussia Dortmund;TSV 1860 München;?
GNK Dinamo Zagreb;TSV 1860 München;294;Zeljko Perusic;29;mid;NA;NA;1965;0;0;NA;GNK Dinamo Zagreb;TSV 1860 München;?
Unbekannt;TSV 1860 München;295;Helmut Richert;23;fwd;NA;NA;1965;0;0;NA;Unbekannt;TSV 1860 München;?
TSV 1860 München;TSV 1860 München;296;Ludwig Bründl;18;fwd;NA;0;1965;0;0;NA;TSV 1860 München U19;TSV 1860 München;-
TSV 1860 München;TSV 1860 München;297;Alfred Kohlhäufl;18;mid;NA;0;1965;0;0;NA;TSV 1860 München U19;TSV 1860 München;-
TSV 1860 München;Hannover 96;298;Stevan Bena;29;mid;NA;NA;1965;0;0;NA;TSV 1860 München;Hannover 96;?
TSV 1860 München;Kickers Offenbach;299;Engelbert Kraus;30;fwd;NA;NA;1965;0;0;NA;TSV 1860 München;Kickers Offenbach;?
TSV 1860 München;FC Schalke 04;300;Alfred Pyka;29;def;NA;NA;1965;0;0;NA;TSV 1860 München;FC Schalke 04;?
TSV 1860 München;SV Austria Salzburg;301;Reinhard Jung;19;fwd;NA;NA;1965;0;0;NA;TSV 1860 München;SV Austria Salzburg;?
TSV 1860 München;Karriereende;302;Hans Humpa;26;def;NA;0;1965;0;0;NA;TSV 1860 München;Karriereende;-
TSV 1860 München;Karriereende;303;Engelbert Hermanowski;5;mid;NA;0;1965;0;0;NA;TSV 1860 München;Karriereende;-
TuRU Düsseldorf;Meidericher SV;304;Heinz Pflügge;18;fwd;NA;0;1965;0;0;NA;TuRU Düsseldorf U19;Meidericher SV;ablösefrei
1.FSV Mainz 05;Meidericher SV;305;Vincenz Fuchs;27;def;NA;NA;1965;0;0;NA;1.FSV Mainz 05;Meidericher SV;?
Hertha BSC;Meidericher SV;306;Carl-Heinz Rühl;25;fwd;NA;NA;1965;0;0;NA;Hertha BSC;Meidericher SV;?
MSV Duisburg;Meidericher SV;307;Detlef Pirsig;19;def;NA;0;1965;0;0;NA;MSV Duisburg U19;Meidericher SV;-
Meidericher SV;Unbekannt;308;Johann Cichy;33;def;NA;NA;1965;0;0;NA;Meidericher SV;Unbekannt;?
Meidericher SV;FC Bayern München;309;Dieter Danzberg;24;def;NA;NA;1965;0;0;NA;Meidericher SV;FC Bayern München;?
Meidericher SV;FC Twente '65;310;Heinz Höher;26;fwd;NA;NA;1965;0;0;NA;Meidericher SV;FC Twente '65;?
Meidericher SV;Spora Luxemburg;311;Friedhelm Jesse;29;gkp;NA;NA;1965;0;0;NA;Meidericher SV;Spora Luxemburg;?
Meidericher SV;Karriereende;312;Helmut Rahn;35;fwd;NA;0;1965;0;0;NA;Meidericher SV;Karriereende;-
SpVgg Durlach-Aue;Karlsruher SC;313;Siegfried Kessler;24;gkp;NA;0;1965;0;0;NA;SpVgg Durlach-Aue;Karlsruher SC;ablösefrei
FC Schalke 04;Karlsruher SC;314;Heinz Crawatzo;28;mid;NA;NA;1965;0;0;NA;FC Schalke 04;Karlsruher SC;?
VfB Oldenburg;Karlsruher SC;315;Arthur Dobat;26;mid;NA;NA;1965;0;0;NA;VfB Oldenburg;Karlsruher SC;?
FC Winterthur;Karlsruher SC;316;Walter Rauh;26;def;NA;NA;1965;0;0;NA;FC Winterthur;Karlsruher SC;?
Unbekannt;Karlsruher SC;317;Manfred Hotz;20;def;NA;NA;1965;0;0;NA;Unbekannt;Karlsruher SC;?
Unbekannt;Karlsruher SC;318;Dieter Röser;k. A.;def;NA;NA;1965;0;0;NA;Unbekannt;Karlsruher SC;?
Unbekannt;Karlsruher SC;319;Jochen Roos;k. A.;mid;NA;NA;1965;0;0;NA;Unbekannt;Karlsruher SC;?
Arminia Hannover;Karlsruher SC;320;Helmut Kafka;24;def;NA;NA;1965;0;0;NA;Arminia Hannover;Karlsruher SC;?
Karlsruher SC;Karlsruher SC;321;Eugen Ehmann;20;def;NA;0;1965;0;0;NA;Karlsruher SC U19;Karlsruher SC;-
Karlsruher SC;Karlsruher SC;322;Matthias Volk;k. A.;fwd;NA;0;1965;0;0;NA;Karlsruher SC U19;Karlsruher SC;-
Karlsruher SC;1.FC Kaiserslautern;323;Otto Geisert;25;mid;NA;NA;1965;0;0;NA;Karlsruher SC;1.FC Kaiserslautern;?
Karlsruher SC;Phönix Bellheim;324;Rolf Kahn;21;mid;NA;NA;1965;0;0;NA;Karlsruher SC;Phönix Bellheim;?
Karlsruher SC;Freiburger FC;325;Klaus-Peter Jendrosch;26;fwd;NA;NA;1965;0;0;NA;Karlsruher SC;Freiburger FC;?
Karlsruher SC;FC Bayern Hof;326;Siegfried Stark;25;mid;NA;NA;1965;0;0;NA;Karlsruher SC;FC Bayern Hof;?
Karlsruher SC;Phönix Bellheim;327;Dieter Klaußner;27;def;NA;NA;1965;0;0;NA;Karlsruher SC;Phönix Bellheim;?
TSV 1860 München;Hannover 96;328;Stevan Bena;29;mid;NA;NA;1965;0;0;NA;TSV 1860 München;Hannover 96;?
Unbekannt;Hannover 96;329;Wilfried Fricke;21;fwd;NA;NA;1965;0;0;NA;Unbekannt;Hannover 96;?
1.FC Pforzheim;Hannover 96;330;Horst Grunenberg;23;gkp;NA;NA;1965;0;0;NA;1.FC Pforzheim;Hannover 96;?
Rot-Weiß Oberhausen;Hannover 96;331;Hans Siemensmeyer;24;fwd;NA;NA;1965;0;0;NA;Rot-Weiß Oberhausen;Hannover 96;?
Hannover 96;Itzehoer SV;332;Eberhard Herbst;24;fwd;NA;0;1965;0;0;NA;Hannover 96;Itzehoer SV;ablösefrei
Hannover 96;Unbekannt;333;Manfred Fahrtmann;23;def;NA;NA;1965;0;0;NA;Hannover 96;Unbekannt;?
Hannover 96;Unbekannt;334;Heinz Fischer;28;fwd;NA;NA;1965;0;0;NA;Hannover 96;Unbekannt;?
Hannover 96;Unbekannt;335;Peter Flegel;25;def;NA;NA;1965;0;0;NA;Hannover 96;Unbekannt;?
Hannover 96;Karriereende;336;Georg Kellermann;22;fwd;NA;0;1965;0;0;NA;Hannover 96;Karriereende;-
Viktoria Wilhelmsburg/Veddel;Hamburger SV;337;Dieter Strauß;21;def;NA;0;1965;0;0;NA;Viktoria Wilhelmsburg/Veddel;Hamburger SV;ablösefrei
FC Schalke 04;Hamburger SV;338;Willi Schulz;26;mid;NA;NA;1965;0;0;NA;FC Schalke 04;Hamburger SV;?
FC Schalke 04;Hamburger SV;339;Egon Horst;26;def;NA;NA;1965;0;0;NA;FC Schalke 04;Hamburger SV;?
Preußen Münster;Hamburger SV;340;Manfred Pohlschmidt;24;fwd;NA;NA;1965;0;0;NA;Preußen Münster;Hamburger SV;?
Hamburger SV;Hamburger SV;341;Helmut Sandmann;20;def;NA;0;1965;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Hamburger SV;342;Rolf Schwartau;21;fwd;NA;0;1965;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;SV Eintracht Trier 05;343;Peter Woldmann;22;fwd;NA;NA;1965;0;0;NA;Hamburger SV;SV Eintracht Trier 05;?
Hamburger SV;SV Eintracht Trier 05;344;Hubert Stapelfeld;24;def;NA;NA;1965;0;0;NA;Hamburger SV;SV Eintracht Trier 05;?
Hamburger SV;Holstein Kiel;345;Lothar Kröpelin;27;def;NA;NA;1965;0;0;NA;Hamburger SV;Holstein Kiel;?
Hamburger SV;Karriereende;346;Fritz Boyens;22;fwd;NA;0;1965;0;0;NA;Hamburger SV;Karriereende;-
Hamburger SV;Karriereende;347;Hans Krämer;35;gkp;NA;0;1965;0;0;NA;Hamburger SV;Karriereende;-
1.FC Bocholt;FC Schalke 04;348;Josef Elting;20;gkp;NA;NA;1965;0;0;NA;1.FC Bocholt;FC Schalke 04;?
Borussia Mönchengladbach;FC Schalke 04;349;Siegfried Grams;22;def;NA;NA;1965;0;0;NA;Borussia Mönchengladbach;FC Schalke 04;?
FC Bayern Hof;FC Schalke 04;350;Siegfried Werner;25;fwd;NA;NA;1965;0;0;NA;FC Bayern Hof;FC Schalke 04;?
Olympia Bocholt;FC Schalke 04;351;Werner Weikamp;23;fwd;NA;NA;1965;0;0;NA;Olympia Bocholt;FC Schalke 04;?
Rot-Weiß Oberhausen;FC Schalke 04;352;Rolf Lendzian;25;fwd;NA;NA;1965;0;0;NA;Rot-Weiß Oberhausen;FC Schalke 04;?
TSV 1860 München;FC Schalke 04;353;Alfred Pyka;29;def;NA;NA;1965;0;0;NA;TSV 1860 München;FC Schalke 04;?
BV Altenessen 06;FC Schalke 04;354;Heinz-Dieter Lömm;21;fwd;NA;NA;1965;0;0;NA;BV Altenessen 06;FC Schalke 04;?
Sportfreunde Siegen;FC Schalke 04;355;Gerhard Neuser;26;mid;NA;NA;1965;0;0;NA;Sportfreunde Siegen;FC Schalke 04;?
Sportfreunde Hamborn 07;FC Schalke 04;356;Heinz Pliska;23;mid;NA;NA;1965;0;0;NA;Sportfreunde Hamborn 07;FC Schalke 04;?
VfR Wormatia Worms;FC Schalke 04;357;Dieter Bedürftig;27;mid;NA;NA;1965;0;0;NA;VfR Wormatia Worms;FC Schalke 04;?
SC Arminia Ickern;FC Schalke 04;358;Klaus Fichtel;20;mid;NA;NA;1965;0;0;NA;SC Arminia Ickern;FC Schalke 04;?
Unbekannt;FC Schalke 04;359;Egon Rama;k. A.;def;NA;NA;1965;0;0;NA;Unbekannt;FC Schalke 04;?
FC Schalke 04;FC Schalke 04;360;Kurt Waschk;k. A.;mid;NA;0;1965;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
FC Schalke 04;Borussia Dortmund;361;Stan Libuda;21;fwd;NA;50000;1965;0;0;NA;FC Schalke 04;Borussia Dortmund;50 Tsd. €
FC Schalke 04;FC Bayern München;362;Hans Nowak;27;def;NA;NA;1965;0;0;NA;FC Schalke 04;FC Bayern München;?
FC Schalke 04;STV Horst-Emscher-Husaren;363;Rolf Lendzian;25;fwd;NA;NA;1965;0;0;NA;FC Schalke 04;STV Horst-Emscher-Husaren;?
FC Schalke 04;USV Elinkwijk;364;Hans-Georg Lambert;25;def;NA;NA;1965;0;0;NA;FC Schalke 04;USV Elinkwijk;?
FC Schalke 04;Rot-Weiss Essen;365;Willi Koslowski;28;fwd;NA;NA;1965;0;0;NA;FC Schalke 04;Rot-Weiss Essen;?
FC Schalke 04;Hamburger SV;366;Egon Horst;26;def;NA;NA;1965;0;0;NA;FC Schalke 04;Hamburger SV;?
FC Schalke 04;STV Horst-Emscher-Husaren;367;Dieter Bedürftig;27;mid;NA;NA;1965;0;0;NA;FC Schalke 04;STV Horst-Emscher-Husaren;?
FC Schalke 04;Hamburger SV;368;Willi Schulz;26;mid;NA;NA;1965;0;0;NA;FC Schalke 04;Hamburger SV;?
FC Schalke 04;Fortuna Düsseldorf;369;Waldemar Gerhardt;26;fwd;NA;NA;1965;0;0;NA;FC Schalke 04;Fortuna Düsseldorf;?
FC Schalke 04;1.FC Nürnberg;370;Gyula Tóth;24;gkp;NA;NA;1965;0;0;NA;FC Schalke 04;1.FC Nürnberg;?
FC Schalke 04;1.FC Schweinfurt 05;371;Manfred Berz;27;fwd;NA;NA;1965;0;0;NA;FC Schalke 04;1.FC Schweinfurt 05;?
FC Schalke 04;Karlsruher SC;372;Heinz Crawatzo;28;mid;NA;NA;1965;0;0;NA;FC Schalke 04;Karlsruher SC;?
FC Schalke 04;Karriereende;373;Günter Karnhof;33;mid;NA;0;1965;0;0;NA;FC Schalke 04;Karriereende;-
